Nr.	Hoedanigheid	Rood	Categorie GD	Level_2	Cat_1_nieuw	Cat_2_nieuw	Categorie_RS_1	Categorie_RS_2	Comment_JO	Comment_RS	Categorie NG	Patterns	tags																










































































































































































































































































































































adjunct	adjunt-reviseur		"""Adjuncten Reviseurs"";""adjuncten reviseurs"";""Adjunct Reviseur"""	
admiraal‛	admiraal		"""admirael l‛heremite"""	
adsignator	assignator		"""adsignatie"";""Adsignatoren"";""Assignatoren"""	
algierse rover			"""Algiersche Rovers"";""Algiersche en andere Rovers"";""Algiersche ende andere Rovers"""	
archimandrit	archimandriet		"""Archimandrit"""	
bassas	pasja		"""Bassas"""	
batellier	schipper		"""Batelier"";""Bateliers"";""Batelliers"""	
bewaarder	kamerbewaarder		"""bewaert"";""Camer bewaerder"";""camer bewaerder"""	
bootslui	loods		"""Lootsluijden"";""lootsluijden"";""lootsluyden"""	
buitenlui		"hier maak ik de expressie anders: ""min.*buitenl"""	"""Minister der buitenlandsche"";""Minister der buitenlandsche zaaken"";""Heer Minister der buitenlandsche"""	
caijmacan	kaymakam		"""Caijmacan"";""Caimacan"""	
canonicq	kanunnik		"""Deecken en Canunnicquen"";""Kanunnik"";""Canunick"""	
canoniek	kanunnik		"""Canonick"";""Canoniers"";""Canonicq"""	
castellaan	kastelein		"""Castellain"";""Castellan"""	
cleeffsche raden			"""Cleeffsche Raden"";""Cleefsche Raden"";""Gedeputeerde vande Cleeffsche Raden"""	
coadiutor	coadjutor		"""Coadintor van Coelen"";""Coadiutor van Coelen"";""Coadjuteur"""	
colllonel	kolonel		"""Coll"";""Lt. Coll"";""Lt. Coll."""	
collonel	kolonel		"""Collonel"";""Colonnel"";""Lieutenant Collonel"""	
commis	commies		"""Commisss"";""Commisss."";""Commys"""	
corsair	zeerover		"""Corsairen"";""Corsaire"";""Algiersche Corsairen"""	
engelse generaal			"""Engelsche Generaels"";""Engelsche Generaals"";""Engelschen Generael"""	
equipagie	equipagiemeester		"""Equipagemeester"";""Equipagiemeester"";""Equipagiemr"""	
equipagiemeester	equipagemeester		"""Equippagemre"";""Equippagemre tot Rotterdam"";""equippagemeester vande OostIndische Compaignie"""	
gesubdelgeerde	gesubdelegeerd		"""Heeren Gesubdelegeerden"";""gesubdelegeerde Raaden tot de Keyserlijcke administratie van het Graafschap Bentheym"";""Gesubdelegeerden"""	
houder	obligatiehouder		"""Houders"";""particuliere Houders der Obligatien"";""Houders der Obligatien"""	
kastiliaan	castiliiaan		"""Castiliaensche slaven"";""Castilianen"""	
katholiek romeinen van de kanton	roomskatholieken		"""Catholique Romains de ce Canton"""	
kavelhouder			"""Caeffelhouder tot Breda"""	
keizer			"""haare Majesteit de Keize= =rinne van geheel Rusland"";""haare Majesteit de Keize =rinne van geheel Rusland"";""haare Majesteit de Keize rinne van geheel Rusland"""	
keizerlijke generaal	generaal		"""Keizerljke Generaals"";""keijserlijcken Generael"""	
lidmeester	ritmeester		"""Litmr"";""Litmeester"";""Litmr."""	
lieden	echtelieden		"""eghte Luyden"";""eghte Lieden"";""arme luyden"""	
ostagier	gijzelaar		"""Ostagiers"";""Ostagier"";""Fransche Ostagiers, Kryghsgevangenen in de Citadelle van Ryssel"""	
paaymeester	paaimeester		"""paijmeesters"";""Paaymeester"";""Luyksche Paymeester der Stad Maastricht"""	
palsgraaf	paltsgraaf		"""Paltzgraeff"";""Cheurfurst Paltzgraeff"";""Paltzgraven"""	
palzgraaf	paltsgraaf		"""Paltzgraue"";""heere Paltzgraue"";""heeren Paltzgrauen"""	
suiker-rafanideurs	suikerraffinadeur		"""Rafinadeur"";""Rafinadeurs"";""Suyker-Rafinadeurs deeser Landen"""	
suppliant	suppoost		"""Suppt"";""suppoosten"";""Suppoosten"""	
vaarder		ik voeg denk ik gewoon groenland to aan loc	"""vaerders"";""Groenlants vaerders"";""Groenlandts vaerders"""	
vendrich	vaandrig		"""Vendrich vande Compagnie van"";""Vendrich"";""Vendrigh"""	
vleeschouwers	vleeshouwers		"""Overlieden van het Vleeschhouwers Gilde te Amsterdam"";""Overlieden van het Vleeschhouwers Gilde der Stad Amsterdam"";""Overlieden van het Vleeshouwers Gilde te Amsterdam"""	






























































































































































































































































































































































































































			tags	
			"""Adjuncten Reviseurs"";""adjuncten reviseurs"";""Adjunct Reviseur"""	
			"""admirael l‛heremite"""	
			"""adsignatie"";""Adsignatoren"";""Assignatoren"""	
			"""Algiersche Rovers"";""Algiersche en andere Rovers"";""Algiersche ende andere Rovers"""	
			"""Archimandrit"""	
			"""Bassas"""	
			"""Batelier"";""Bateliers"";""Batelliers"""	
			"""bewaert"";""Camer bewaerder"";""camer bewaerder"""	
			"""Lootsluijden"";""lootsluijden"";""lootsluyden"""	
			"""Minister der buitenlandsche"";""Minister der buitenlandsche zaaken"";""Heer Minister der buitenlandsche"""	
			"""Caijmacan"";""Caimacan"""	
			"""Deecken en Canunnicquen"";""Kanunnik"";""Canunick"""	
			"""Canonick"";""Canoniers"";""Canonicq"""	
			"""Castellain"";""Castellan"""	
			"""Cleeffsche Raden"";""Cleefsche Raden"";""Gedeputeerde vande Cleeffsche Raden"""	
			"""Coadintor van Coelen"";""Coadiutor van Coelen"";""Coadjuteur"""	
			"""Coll"";""Lt. Coll"";""Lt. Coll."""	
			"""Collonel"";""Colonnel"";""Lieutenant Collonel"""	
			"""Commisss"";""Commisss."";""Commys"""	
			"""Corsairen"";""Corsaire"";""Algiersche Corsairen"""	
			"""Engelsche Generaels"";""Engelsche Generaals"";""Engelschen Generael"""	
			"""Equipagemeester"";""Equipagiemeester"";""Equipagiemr"""	
			"""Equippagemre"";""Equippagemre tot Rotterdam"";""equippagemeester vande OostIndische Compaignie"""	
			"""Heeren Gesubdelegeerden"";""gesubdelegeerde Raaden tot de Keyserlijcke administratie van het Graafschap Bentheym"";""Gesubdelegeerden"""	
			"""Houders"";""particuliere Houders der Obligatien"";""Houders der Obligatien"""	
			"""Castiliaensche slaven"";""Castilianen"""	
			"""Catholique Romains de ce Canton"""	
			"""Caeffelhouder tot Breda"""	
			"""haare Majesteit de Keize= =rinne van geheel Rusland"";""haare Majesteit de Keize =rinne van geheel Rusland"";""haare Majesteit de Keize rinne van geheel Rusland"""	
			"""Keizerljke Generaals"";""keijserlijcken Generael"""	
			"""Litmr"";""Litmeester"";""Litmr."""	
			"""eghte Luyden"";""eghte Lieden"";""arme luyden"""	
			"""Ostagiers"";""Ostagier"";""Fransche Ostagiers, Kryghsgevangenen in de Citadelle van Ryssel"""	
			"""paijmeesters"";""Paaymeester"";""Luyksche Paymeester der Stad Maastricht"""	
			"""Paltzgraeff"";""Cheurfurst Paltzgraeff"";""Paltzgraven"""	
			"""Paltzgraue"";""heere Paltzgraue"";""heeren Paltzgrauen"""	
			"""Rafinadeur"";""Rafinadeurs"";""Suyker-Rafinadeurs deeser Landen"""	
			"""Suppt"";""suppoosten"";""Suppoosten"""	
			"""vaerders"";""Groenlants vaerders"";""Groenlandts vaerders"""	
			"""Vendrich vande Compagnie van"";""Vendrich"";""Vendrigh"""	
			"""Overlieden van het Vleeschhouwers Gilde te Amsterdam"";""Overlieden van het Vleeschhouwers Gilde der Stad Amsterdam"";""Overlieden van het Vleeshouwers Gilde te Amsterdam"""	
			"""Wachter"";""wachter"";""wachters"""	

























































































































































































			tags	
			"""Adjuncten Reviseurs"";""adjuncten reviseurs"";""Adjunct Reviseur"""	
			"""admirael l‛heremite"""	
			"""adsignatie"";""Adsignatoren"";""Assignatoren"""	
			"""Algiersche Rovers"";""Algiersche en andere Rovers"";""Algiersche ende andere Rovers"""	
			"""Archimandrit"""	
			"""Bassas"""	
			"""Batelier"";""Bateliers"";""Batelliers"""	
			"""bewaert"";""Camer bewaerder"";""camer bewaerder"""	
			"""Lootsluijden"";""lootsluijden"";""lootsluyden"""	
			"""Minister der buitenlandsche"";""Minister der buitenlandsche zaaken"";""Heer Minister der buitenlandsche"""	
			"""Caijmacan"";""Caimacan"""	
			"""Deecken en Canunnicquen"";""Kanunnik"";""Canunick"""	
			"""Canonick"";""Canoniers"";""Canonicq"""	
			"""Castellain"";""Castellan"""	
			"""Cleeffsche Raden"";""Cleefsche Raden"";""Gedeputeerde vande Cleeffsche Raden"""	
			"""Coadintor van Coelen"";""Coadiutor van Coelen"";""Coadjuteur"""	
			"""Coll"";""Lt. Coll"";""Lt. Coll."""	
			"""Collonel"";""Colonnel"";""Lieutenant Collonel"""	
			"""Commisss"";""Commisss."";""Commys"""	
			"""Corsairen"";""Corsaire"";""Algiersche Corsairen"""	
			"""Engelsche Generaels"";""Engelsche Generaals"";""Engelschen Generael"""	
			"""Equipagemeester"";""Equipagiemeester"";""Equipagiemr"""	
			"""Equippagemre"";""Equippagemre tot Rotterdam"";""equippagemeester vande OostIndische Compaignie"""	
			"""Heeren Gesubdelegeerden"";""gesubdelegeerde Raaden tot de Keyserlijcke administratie van het Graafschap Bentheym"";""Gesubdelegeerden"""	
			"""Houders"";""particuliere Houders der Obligatien"";""Houders der Obligatien"""	
			"""Castiliaensche slaven"";""Castilianen"""	
			"""Catholique Romains de ce Canton"""	
			"""Caeffelhouder tot Breda"""	
			"""haare Majesteit de Keize= =rinne van geheel Rusland"";""haare Majesteit de Keize =rinne van geheel Rusland"";""haare Majesteit de Keize rinne van geheel Rusland"""	
			"""Keizerljke Generaals"";""keijserlijcken Generael"""	
			"""Litmr"";""Litmeester"";""Litmr."""	
			"""eghte Luyden"";""eghte Lieden"";""arme luyden"""	
			"""Ostagiers"";""Ostagier"";""Fransche Ostagiers, Kryghsgevangenen in de Citadelle van Ryssel"""	
			"""paijmeesters"";""Paaymeester"";""Luyksche Paymeester der Stad Maastricht"""	
			"""Paltzgraeff"";""Cheurfurst Paltzgraeff"";""Paltzgraven"""	
			"""Paltzgraue"";""heere Paltzgraue"";""heeren Paltzgrauen"""	
			"""Rafinadeur"";""Rafinadeurs"";""Suyker-Rafinadeurs deeser Landen"""	
			"""Suppt"";""suppoosten"";""Suppoosten"""	
			"""vaerders"";""Groenlants vaerders"";""Groenlandts vaerders"""	
			"""Vendrich vande Compagnie van"";""Vendrich"";""Vendrigh"""	
			"""Overlieden van het Vleeschhouwers Gilde te Amsterdam"";""Overlieden van het Vleeschhouwers Gilde der Stad Amsterdam"";""Overlieden van het Vleeshouwers Gilde te Amsterdam"""	
			"""Wachter"";""wachter"";""wachters"""	
